Title,Authors,Year of Publication,DOI,Source
Study III: Industrial Cyber-Physical Systems in an Organizational Perspective,Sascha Julian Oks,2024,https://doi.org/10.1007/s00450-021-00427-3,https://link.springer.com/
Digital Twins Technologies,"Wenjuan Wang, Qasim Zaheer, ... Wenbo Hu",2024,https://doi.org/10.1007/s00450-021-00427-3,https://link.springer.com/
Experiential Learning Through Immersive XR: Cybersecurity Education for Critical Infrastructures,"Anthony Lee, Kenneth King, ... Mohamed Azab",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
Data Protection and Security Enhancement in Cyber-Physical Systems Using AI and Blockchain,"K. Vignesh Saravanan, P. Jothi Thilaga, ... K. Vijayalakshmi",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
Securing critical infrastructures with a cybersecurity digital twin,"Massimiliano Masi, Giovanni Paolo Sellitto, ... Tanja Pavleska",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
An Assessment of the Cyber Security Challenges and Issues Associated with Cyber-Physical Power Systems,"Abubakar Bello, Farnaz Farid, Fahima Hossain",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
"Cyber-Physical Systems in the Context of Industry 4.0: A Review, Categorization and Outlook","Sascha Julian Oks, Max Jalowski, ... Kathrin M. Möslein",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
A Low-Cost Environment for Teaching Fundamental Cybersecurity Concepts in CPS,"Kanthanet Tharot, Quoc Bao Duong, ... Jean-Marc Thiriet",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
A Runtime Verification Framework for Cyber-Physical Systems Based on Data Analytics and LTL Formula Learning,"Ayodeji James Akande, Zhe Hou, ... Qinyi Li",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
Revolutionizing sheet metal stamping through industry 5.0 digital twins: a comprehensive review,"Ossama Abou Ali Modad, Jason Ryska, ... Georges Ayoub",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
Integration of Digital Twins & Internet of Things,"Giancarlo Fortino, Claudio Savaglio",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
Cyber Physical Systems in Manufacturing Engineers Education,"Zivana Jakovljevic, Dusan Nedeljkovic",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
"Integrating Digital Twins with IoT-Based Blockchain: Concept, Architecture, Challenges, and Future Scope","Ezz El-Din Hemdan, Walid El-Shafai, Amged Sayed",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
The Adaptive Strategies Improving Digital Twin Using the Internet of Things,"N. Venkateswarulu, P. Sunil Kumar Reddy, ... K. Suresh",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
Internet of Things,Amy Van Looy,2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
Digital Twin in Industry 4.0 and Beyond Applications,"Vukica Jovanovic, Murat Kuzlu, ... Nasibeh Zohrabi",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
"Deep learning applications in the Internet of Things: a review, tools, and future directions","Parisa Raoufi, Atefeh Hemmati, Amir Masoud Rahmani",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
Cybersecurity and Dependability for Digital Twins and the Internet of Things,Vartan Piroumian,2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
A study on building awareness in cyber security for educational system in India using interpretive structural modellings,"Sachi Nandan Mohanty, Tilottama Singh, ... Rakesh Kumar",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
"A Survey of Digital Twin for Industry 4.0: Benefits, Challenges and Opportunities","Tejaswini R. Murgod, S. Meenakshi Sundaram, ... Pandiyanathan Murugesan",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
"Human digital twins unlocking Society 5.0? Approaches, emerging risks and disruptions","Catarina Fontes, Dino Carpentras, Sachit Mahajan",2024,https://doi.org/10.1007/s10270-022-01075-0,https://link.springer.com/
Blockchain for Cyber-Physical Systems: Challenges and Applications,"Yassine Maleh, Swathi Lakkineni, ... Ahmed A. AbdEl-Latif",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
A Cognitive Digital Twin Architecture for Cybersecurity in IoT-Based Smart Homes,"Sandeep Pirbhulal, Habtamu Abie, ... Basel Katt",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Integration of Cyber-Physical Systems in the Advancement of Society 5.0 Healthcare Management,"Botle Precious Damane, Mahlatse Cordelia Kgokolo, ... Zodwa Dlamini",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Special Issue on Cybersecurity Management in the Era of AI,"Moayad Aloqaily, Salil Kanhere, ... Michele Nogueira",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Indoor Scene Construction Technology Based on 6G Virtual Simulation and CPS,"Li Jiang, Guojun Wang",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Comparative analysis of dimensionality reduction techniques for cybersecurity in the SWaT dataset,"Mehmet Bozdal, Kadir Ileri, Ali Ozkahraman",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Cybersecurity for Satellite Smart Critical Infrastructure,"Ayodeji James Akande, Ernest Foo, ... Qinyi Li",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Cybersecurity Challenges in Microgrids: Inverter-Based Resources and Electric Vehicles,"Tambiara Tabassum, Mohammad Reza Khalghani",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
"Digital Twins of smart energy systems: a systematic literature review on enablers, design, management and computational challenges","Ali Aghazadeh Ardebili, Marco Zappatore, ... Antonio Ficarella",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Study IV: Industrial Cyber-Physical Systems in a Holistic Perspective,Sascha Julian Oks,2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Cyber Digital Twin with Deep Learning Model for Enterprise Products Management,Ziqian Wang,2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Comprehensive analysis of digital twins in smart cities: a 4200-paper bibliometric study,"Rasha F. El-Agamy, Hanaa A. Sayed, ... Mostafa Elhosseini",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
On specification-based cyber-attack detection in smart grids,"Ömer Sen, Dennis van der Velde, ... Martin Henze",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Monitoring Cyber-Physical Systems Using a Tiny Twin to Prevent Cyber-Attacks,"Fereidoun Moradi, Maryam Bagheri, ... Marjan Sirjani",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Building a cloud-based digital twin for remote monitoring and control of a robotic assembly system,"Md Tahmid Bin Touhid, Mrunal Marne, ... Sheng Yang",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Emerging Challenges in the Sustainable Manufacturing System: From Industry 4.0 to Industry 5.0,"Firdoos Afzal Bhat, Saad Parvez",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Analysis of cyber security knowledge gaps based on cyber security body of knowledge,"Cagatay Catal, Alper Ozcan, ... Ahmet Kasif",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Cyber-Physical Systems as an Enabler of Circular Economy to Achieve Sustainable Development Goals: A Comprehensive Review,"Aser Alaa Ahmed, Mohammad A. Nazzal, Basil M. Darras",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Digital Twin and Manufacturing,"Ozgu Can, Aytug Turkmen",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Navigating contemporary challenges and future prospects in digital industry evolution,"Maryam Gallab, Mario Di Nardo, Lina Naciri",2022,https://doi.org/10.1007/s10922-022-09659-3,https://link.springer.com/
Industry 5.0 or industry 4.0S? Introduction to industry 4.0 and a peek into the prospective industry 5.0 technologies,"Abirami Raja Santhi, Padmakumar Muthuswamy",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
"Industrial internet of things in intelligent manufacturing: a review, approaches, opportunities, open challenges, and future directions","Priyanshi Gupta, Chaitanya Krishna, ... Vishjit Chandramohan",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
Emerging Trends and Future Directions of the Industrial Internet of Things,"P. Naidoo, M. Sibanda",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
A review on digital twin application in photovoltaic energy systems: challenges and opportunities,"Kehinde Temitope Alao, Syed Ihtsham Ul Haq Gilani, ... Taiwo Onaopemipo Alao",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
Bloom’s IoT Taxonomy towards an effective Industry 4.0 education: Case study on Open-source IoT laboratory,"Ahmed Awouda, Emiliano Traini, ... Paolo Chiabert",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
Digital Twin for Cybersecurity: Towards Enhancing Cyber Resilience,"Rajiv Faleiro, Lei Pan, ... Robin Doss",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
Mapping the Knowledge of Cybersecurity in the Manufacturing Industry,"Gordana Zeba, Marina Dabić, ... Tugrul U. Daim",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
Advancements in Industry 4.0 Asset Management: Interoperability and Cyber Security Challenges and Opportunities,"Usman Ahmad Usmani, Ari Happonen, Junzo Watada",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
Cybersecurity Threat Modeling and Mitigation Using the Digital Twin,Lee Harrison,2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
Emerging Cyber-Attacks,Jong-Moon Chung,2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
Risks in Supply Chain 4.0: A Literature Review Study,"Sevde Ceren Yildiz Ozenc, Merve Er, Seniye Umit Firat",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
How Industry 4.0 technologies can contribute to plant layout design and management: a systematic literature review,"Luca Silvestri, Antonio Forcina, ... Domenico Falcone",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
A Resilience Component for a Digital Twin,"Valeria Valdés, Fatiha Zaidi, ... Wissam Mallouli",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
"Television shows ideation, and testing with smart digital twins to advance ratings","Jacob Hornik, Matti Rachamim",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
A Critical Review of Digital Twin Confidentiality in a Smart City,"Alex Kismul, Haider Al-Khateeb, Hamid Jahankhani",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
"Emerging industry 4.0 and Internet of Things (IoT) technologies in the Ghanaian construction industry: sustainability, implementation challenges, and benefits","Rashid Maqbool, Mohammed Rayan Saiba, Saleha Ashfaq",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
Digital Twin Applications for Smart and Connected Cities,"Durdu Hakan Utku, Ferhat Ozgur Catak, ... Nasibeh Zohrabi",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
Application of Digital Twin for Efficient Supply Chain: Analysis of Opportunities and Challenges,"Laxmi Pandit Vishwakarma, Rajesh Kr Singh",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
Cyber-Physical Wireless Networks for Smart Health Monitoring for Elderly Persons,"Yan Wu, Yue Wu, ... Ganlin Pu",2023,https://doi.org/10.1007/s12008-023-01217-8,https://link.springer.com/
The types of hackers and cyberattacks in the aviation industry,Lázaro Florido-Benítez,2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
Engineering of Digital Twins for Cyber-Physical Systems,"John Fitzgerald, Peter Gorm Larsen, ... Jim Woodcock",2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
Industrial Cyber-Physical Systems,Alf J. Isaksson,2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
Towards Healthcare Digital Twin Architecture,"Mubashar Iqbal, Sabah Suhail, ... Rasheed Hussain",2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
"Digital twins, big data governance, and sustainable tourism","Eko Rahmadian, Daniel Feitosa, Yulia Virantina",2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
Introducing Digital Twins,John Stark,2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
Cybersecurity Technology: An Analysis of the Topic from 2011 to 2021,"Yuliia Kyrdoda, Giacomo Marzi, ... Tugrul U. Daim",2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
Digital twin and fuzzy framework for supply chain sustainability risk assessment and management in supplier selection,"Ibrahim M. Hezam, Ahmed M. Ali, ... Mohamed Abdel-Basset",2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
Digital Twin Technology,Amy Van Looy,2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
Deep Learning for IoT “Artificial Intelligence of Things (AIoT)”,Khaled Salah Mohamed,2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
"CyberAI: A Comprehensive Summary of AI Variants, Explainable and Responsible AI for Cybersecurity",Iqbal H. Sarker,2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
Improving patient centric data retrieval and cyber security in healthcare: privacy preserving solutions for a secure future,"S. Arunprasath, Suresh Annamalai",2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
Exploring the Opportunities of Applying Digital Twins for Intrusion Detection in Industrial Control Systems of Production and Manufacturing – A Systematic Review,"Nipuna Sankalpa Thalpage, Thebona Arachchige Dushyanthi Nisansala",2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
Utilizing Digital Twin Simulation Technologies to Build ICS Cyber Ranges,"Haifeng Zhou, Mohan Li, Yanbin Sun",2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
The Use of Industry 4.0 Technologies in Maintenance: A Systematic Literature Review,"Safaa Essalih, Zineb El Haouat, ... Driss Amegouz",2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
"Cloud based manufacturing: A review of recent developments in architectures, technologies, infrastructures, platforms and associated challenges","Vahid Gharibvand, Mohammad Karimzadeh Kolamroudi, ... Babak Safaei",2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
Towards Secure Digital Twins,"Tomas Kulik, Cláudio Gomes, ... Peter Gorm Larsen",2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
Predictive Situation Awareness and Anomaly Forecasting in Cyber-Physical Systems,"Masoud Abbaszadeh, Weizhong Yan, Lalit K. Mestha",2024,https://doi.org/10.1007/s12198-024-00281-9,https://link.springer.com/
"A correlation among industry 4.0, additive manufacturing, and topology optimization: a state-of-the-art review","Kashif Ishfaq, Muhammad Dawar Azhar Khan, ... Muhammad Asad Maqsood",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
Skills and Competencies of Industrial Employees in the Industry 5.0 Environment,"Sebastian Saniuk, Sandra Grabowska",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
Artificial Intelligence in Industrial Internet of Things: A Concise Review of Performance Management,"Seda Balta Kaç, Süleyman Eken",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
"Digital twin on concepts, enabling technologies, and applications","Zhang Bing, Michael Enyan, ... Zhang Xinxing",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
Enhancing resilience in complex energy systems through real-time anomaly detection: a systematic literature review,"Ali Aghazadeh Ardebili, Oussama Hasidi, ... Antonio Ficarella",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
Metaverse and New Cybersecurity Threats,Duygu Saracoglu,2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
IoT cybersecurity in 5G and beyond: a systematic literature review,"Sandeep Pirbhulal, Sabarathinam Chockalingam, ... Habtamu Abie",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
Digital Twins and Extended Reality for Tailoring Better Adapted Cybersecurity Trainings in Critical Infrastructures,"Eloïse Zehnder, Leanne Torgersen, ... Cristoph Stahl",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
Supply Network 5.0 Life Cycle,Bernardo Nicoletti,2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
Security of Wireless IoT in Smart Manufacturing: Vulnerabilities and Countermeasures,"Fatima Tu Zahra, Yavuz Selim Bostanci, Mujdat Soyturk",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
Adoption of industry 4.0 in different sectors: a structural review using natural language processing,"Shamneesh Sharma, Arun Malik, ... Jose Arturo Garza-Reyes",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
Integration of Digital Twin Models with Systems Medicine for Eye Diseases,"Miruna-Elena Iliuță, Mihnea-Alexandru Moisescu, ... Traian-Costin Mitulescu",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
"Blockchain technology as an enabler for digital trust in supply chain: evolution, issues and opportunities","Vaibhav Sharma, Rajeev Agrawal, Vijaya Kumar Manupati",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
Towards the application of machine learning in digital twin technology: a multi-scale review,"Luigi Nele, Giulio Mattera, ... Silvestro Vespoli",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
Digital Twins for Enhanced Resilience: Aerospace Manufacturing Scenario,"Adrien Bécue, Martin Praddaude, ... Reda Yaich",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
"Digital Twins in Healthcare: Security, Privacy, Trust and Safety Challenges","Cecilie Solberg Jørgensen, Ankur Shukla, Basel Katt",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
Smart City Security Based on a Meta-Security Framework for Digital Twins,"Keizo Sugiyama, Masataka Nakahara, ... Ayumu Kubota",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
Analysing Industry 4.0 technology-solution dependencies: a support framework for successful Industry 4.0 adoption in the product generation process,"Matthias R. Guertler, David Schneider, ... Nathalie Sick",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
Digital Twin: Is It Hype?,"Aslı Göksoy, Hazal Yaren Yalırsu, Özalp Vayvay",2023,https://doi.org/10.1007/s00170-023-12515-6,https://link.springer.com/
Future Digital Twin in Infrastructure Management,"Wenjuan Wang, Qasim Zaheer, ... Wenbo Hu",2024,https://doi.org/10.1007/s11301-022-00314-4,https://link.springer.com/
Threats and Opportunities Related to the Internet of Things (IOT) and Specific African Healthcare Developments and Risks,"Zoltán Rajnai, Attila Máté Kovács",2024,https://doi.org/10.1007/s11301-022-00314-4,https://link.springer.com/
Introducing the Internet of Things (IoT),John Stark,2024,https://doi.org/10.1007/s11301-022-00314-4,https://link.springer.com/
Industry 4.0: critical investigations and synthesis of key findings,"Moustafa Elnadi, Yasser Omar Abdallah",2024,https://doi.org/10.1007/s11301-022-00314-4,https://link.springer.com/
"Artificial Intelligence for Smart Manufacturing in Industry 5.0: Methods, Applications, and Challenges","Huu Du Nguyen, Kim Phuc Tran",2024,https://doi.org/10.1007/s11301-022-00314-4,https://link.springer.com/
Cyber-Physical Systems Digital Technologies and Applications,"Alla G. Kravets, Alexander A. Bolshakov, Maxim V. Shcherbakov",2024,https://doi.org/10.1007/s11301-022-00314-4,https://link.springer.com/
"Security and Privacy in 5G-IIoT Smart Factories: Novel Approaches, Trends, and Challenges","Chun-Cheng Lin, Ching-Tsorng Tsai, ... Yung-Sheng Chang",2024,https://doi.org/10.1007/s11301-022-00314-4,https://link.springer.com/
The Place and Role of Digital Twin Applications: Directions for Energy and Education Sector,"Nurcan Kilinc-Ata, Ridvan Ata",2024,https://doi.org/10.1007/s11301-022-00314-4,https://link.springer.com/
An insight in the future of healthcare: integrating digital twin for personalized medicine,"Suchetha M, Preethi S, ... Rajiv Raman",2024,https://doi.org/10.1007/s11301-022-00314-4,https://link.springer.com/
