Title,Authors,Year of Publication,DOI
Digital Twins: From Conceptual Views to Industrial Applications in the Electrical Domain,"Serugendo, Cutting-Decelle, Guise, Cormenier, Khan, Hossenlopp",2022,https://doi.org/10.1109/MC.2022.3156847
Secure Asset Tracking in Manufacturing through Employing IOTA Distributed Ledger Technology,"Leivadaros, Kornaros, Coppola",2021,https://doi.org/10.1109/CCGrid51090.2021.00091
Blockchain-Enabled Service Optimizations in Supply Chain Digital Twin,"Gai, Zhang, Qiu, Thuraisingham",2023,https://doi.org/10.1109/TSC.2022.3192166
Visual Cybersecurity Collaboration and Incident Exchange in Multi-Stakeholder IoT Environments,"Zhao, Silverajan",2022,https://doi.org/10.1109/iThings-GreenCom-CPSCom-SmartData-Cybermatics55523.2022.00051
Immersive Virtual Reality for Virtual and Digital Twins: A Literature Review to Identify State Of The Art and Perspectives,"Pirker, Loria, Safikhani, Künz, Rosmann",2022,https://doi.org/10.1109/VRW55335.2022.00035
Digital Twin Based Trajectory Prediction for Platoons of Connected Intelligent Vehicles,"Du, Leng, He, Zhou",2021,https://doi.org/10.1109/ICNP52444.2021.9651970
Attacks Opportunities in the Cyber Physical Space and the Role of Cybersecurity,"Aggarwal, Tripathi, Chottani, Tiwana",2021,https://doi.org/10.1109/ICCMST54943.2021.00064
Deep Learning-Empowered Clinical Big Data Analytics in Healthcare Digital Twins,"Lv, Guo, Lv",2024,https://doi.org/10.1109/TCBB.2023.3252668
Digital Twin Operational Platform for Connectivity and Accessibility using Flask Python,"Bonney, Angelis, Wagg, Borgo",2021,https://doi.org/10.1109/MODELS-C53483.2021.00042
Going to the Edge - Bringing Internet of Things and Artificial Intelligence Together,"Karner, Hillebrand, Klocker, Sámano-Robles",2021,https://doi.org/10.1109/DSD53832.2021.00052
Using a Cyber Digital Twin for Continuous Automotive Security Requirements Verification,"Silva, Wagner, Lazebnik, Traitel",2023,https://doi.org/10.1109/MS.2022.3171305
A Deep Learning Approach to Protecting Cultural Heritage Buildings Through IoT-Based Systems,"Casillo, Colace, Gupta, Lorusso, Marongiu, Santaniello",2022,https://doi.org/10.1109/SMARTCOMP55677.2022.00063
An Industrial Control System Physical Testbed for Naval Defense Cybersecurity Research,"Sicard, Hotellier, Francq",2022,https://doi.org/10.1109/EuroSPW55150.2022.00049
A Blockchain-Based Cross-Domain and Autonomous Access Control Scheme for Internet of Things,"Hao, Ren, Fei, Zhu, Choo",2023,https://doi.org/10.1109/TSC.2022.3179727
SIRDAM4.0: A Support Infrastructure for Reliable Data Acquisition and Management in Industry 4.0,"Corradi, Modica, Foschini, Patera, Solimando",2022,https://doi.org/10.1109/TETC.2021.3111974
Big Data Analytics on Cyber Attack Graphs for Prioritizing Agile Security Requirements,"Hadar, Hassanzadeh",2019,https://doi.org/10.1109/RE.2019.00042
Enabling Cybersecurity Incident Reporting and Coordinated Handling for Maritime Sector,"Silverajan, Vistiaho",2019,https://doi.org/10.1109/AsiaJCIS.2019.000-1
"Metaverse in Education: Vision, Opportunities, and Challenges","Lin, Wan, Gan, Chen, Chao",2022,https://doi.org/10.1109/BigData55660.2022.10021004
Cyber Digital Twin Simulator for Automatic Gathering and Prioritization of Security Controls’ Requirements,"Hadar, Kravchenko, Basovskiy",2020,https://doi.org/10.1109/RE48521.2020.00035
Next Generation Financial Services: Role of Blockchain enabled Federated Learning and Metaverse,"Chatterjee, Das, Rawat",2023,https://doi.org/10.1109/CCGridW59191.2023.00025
Simulation and Digital Twin Support for Managed Drone Applications,"Grigoropoulos, Lalis",2020,https://doi.org/10.1109/DS-RT50469.2020.9213676
Dynamic Probabilistic Model Checking for Sensor Validation in Industry 4.0 Applications,"Xin, Keoh, Sevegnani, Saerbeck",2020,https://doi.org/10.1109/SmartIoT49966.2020.00016
Changing the Paradigm of Control System Cybersecurity,"Weiss, Stephens, Miller",2022,https://doi.org/10.1109/MC.2021.3138231
Towards Trustworthy Autonomous Systems: Taxonomies and Future Perspectives,"Flammini, Alcaraz, Bellini, Marrone, Lopez, Bondavalli",2024,https://doi.org/10.1109/TETC.2022.3227113
Digital Twin Networks: Learning Dynamic Network Behaviors from Network Flows,"Lin, Gel, Wu, Li, Li",2022,https://doi.org/10.1109/ISCC55528.2022.9912864
Threat Modelling of IoT Systems Using Distributed Ledger Technologies and IOTA,"Damianou, Khan, Angelopoulos, Katos",2021,https://doi.org/10.1109/DCOSS52077.2021.00070
Stochastic Digital-Twin Service Demand With Edge Response: An Incentive-Based Congestion Control Approach,"Lin, Wu, Li, Yang, Guizani",2023,https://doi.org/10.1109/TMC.2021.3122013
Security Automation for Cloud-Based IoT Platforms,"Merzouki, Mahmoudi, Bohn, Tunc",2019,https://doi.org/10.1109/iThings/GreenCom/CPSCom/SmartData.2019.00199
Side-Channel Analysis-Based Model Extraction on Intelligent CPS: An Information Theory Perspective,"Pan, Wu, Lin, Li",2021,https://doi.org/10.1109/iThings-GreenCom-CPSCom-SmartData-Cybermatics53846.2021.00050
SDCWorks: A Formal Framework for Software Defined Control of Smart Manufacturing Systems,"Potok, Chen, Mitra, Mohan",2018,https://doi.org/10.1109/ICCPS.2018.00017
Building a Hardware-in-the-Loop (HiL) Digital Energy Station Infrastructure for Cyber Operation Resiliency Testing,"Jϕrgensen, Waltoft-Olsen, Houmb, Toppe, Soltvedt, Muggerud",2022,https://doi.org/10.1145/3524489.3527299
The Scheme and System Architecture of Product Quality Inspection based on Software-Defined Edge Intelligent Controller (SD-EIC) in Industrial Internet of Things,"Hu, He, Zhu",2022,https://doi.org/10.1109/SmartIoT55134.2022.00019
DRIVE: A Digital Network Oracle for Cooperative Intelligent Transportation Systems,"Mavromatis, Piechocki, Sooriyabandara, Parekh",2020,https://doi.org/10.1109/ISCC50000.2020.9219683
Gotham Testbed: A Reproducible IoT Testbed for Security Experiments and Dataset Generation,"Sáez-de-Cámara, Flores, Arellano, Urbieta, Zurutuza",2024,https://doi.org/10.1109/TDSC.2023.3247166
Assessment of a Method for Detecting Process Anomalies Using Digital-Twinning,"Sugumar, Mathur",2019,https://doi.org/10.1109/EDCC.2019.00031
Grand Challenge: Applying Artificial Intelligence and Machine Learning to Cybersecurity,"Bresniker, Gavrilovska, Holt, Milojicic, Tran",2019,https://doi.org/10.1109/MC.2019.2942584
Reference Architectures and Standards for the Internet of Things and Big Data in Smart Manufacturing,Ünal,2019,https://doi.org/10.1109/FiCloud.2019.00041
ELITE: An Intelligent Digital Twin-Based Hierarchical Routing Scheme for Softwarized Vehicular Networks,"Zhao, Bi, Hawbani, Yu, Zhang, Guizani",2023,https://doi.org/10.1109/TMC.2022.3179254
Convergent Access Control to Enable Secure Smart Communities,"Bhatt, Sandhu",2020,https://doi.org/10.1109/TPS-ISA50397.2020.00029
Understanding and Fixing Complex Faults in Embedded Cyberphysical Systems,"Weiss, Gautham, Jayakumar, Elks, Kuhn, Kacker, Preusser",2021,https://doi.org/10.1109/MC.2020.3029975
Digital-twin based Power Supply System Modeling and Analysis for Urban Rail Transportation,"Guo, Wu, Liang, Hu, Liu",2020,https://doi.org/10.1109/ICEI49372.2020.00022
A Middleware for Digital Twin-Enabled Flying Network Simulations Using UBSim and UB-ANC,"Moorthy, Harindranath, McManus, Guan, Mastronarde, Bentley, Medley",2022,https://doi.org/10.1109/DCOSS54816.2022.00059
Cyber Resilience for the Internet of Things: Implementations With Resilience Engines and Attack Classifications,"Alvarenga, Brands, Doliwa, Hartog, Kraft, Medwed, Nikov, Renes, Rosso, Schneider, Veshchikov",2024,https://doi.org/10.1109/TETC.2022.3231692
(Do Not) Trust in Ecosystems,"Cioroaica, Kuhn, Buhnova",2019,https://doi.org/10.1109/ICSE-NIER.2019.00011
INSpIRA: INtegrating Security Into Risk Assessment,Dobaj,2018,https://doi.org/
A Real-Time Cosimulation Testbed for Electric Vehicle Charging and Smart Grid Security,"Sarieddine, Sayed, Jafarigiv, Atallah, Debbabi, Assi",2023,https://doi.org/10.1109/MSEC.2023.3247374
Intrusion Detection in Binary Process Data: Introducing the Hamming-distance to Matrix Profiles,"Anton, Schotten",2020,https://doi.org/10.1109/WoWMoM49955.2020.00065
Unleashing the Digital Twin's Potential for ICS Security,"Dietz, Pernul",2020,https://doi.org/10.1109/MSEC.2019.2961650
HCFL: A High Compression Approach for Communication-Efficient Federated Learning in Very Large Scale IoT Networks,"Nguyen, Lee, Pham, Hoang, Nguyen, Hwang",2023,https://doi.org/10.1109/TMC.2022.3190510
Industrial IoT and Advanced Analytics Framework: An Approach for the Mining Industry,"Moura, Ceotto, Gonzalez",2017,https://doi.org/10.1109/CSCI.2017.228
Towards Model Co-evolution Across Self-Adaptation Steps for Combined Safety and Security Analysis,"Witte, Groner, Raschke, Tichy, Pekaric, Felderer",2022,https://doi.org/10.1145/3524844.3528062
DAOs & ADSs,Wright,2023,https://doi.org/10.1109/ISADS56919.2023.10091973
Keynotes,No authors,2022,https://doi.org/10.1109/ICPS55917.2022.00007
Reflections on Visualization Research Projects in the Manufacturing Industry,"Cibulski, Schmidt, Aigner",2022,https://doi.org/10.1109/MCG.2022.3156846
Metaverse Security and Privacy: An Overview,"Chen, Wu, Gan, Qi",2022,https://doi.org/10.1109/BigData55660.2022.10021112
Modelling Virtual Sensors for Indoor Environments with Machine Learning,"Polanski, Angelopoulos",2022,https://doi.org/10.1109/DCOSS54816.2022.00046
Current Perspectives on Securing Critical Infrastructures’ Supply Chains,"Roman, Alcaraz, Lopez, Sakurai",2023,https://doi.org/10.1109/MSEC.2023.3247946
Technology Predictions,Milojicic,2019,https://doi.org/10.1109/MC.2019.2944708
A Privacy Preserving Anomaly Detection Framework for Cooperative Smart Farming Ecosystem,"Chukkapalli, Ranade, Mittal, Joshi",2021,https://doi.org/10.1109/TPSISA52974.2021.00037
Standardization: A Key Factor of Industry 4.0,"Villagrán, Estevez, Pesado, Marquez",2019,https://doi.org/10.1109/ICEDEG.2019.8734339
Fusion of Building Information Modeling and Blockchain for Metaverse: A Survey,"Huang, Zeng, Zhao, Qiu, Wu, Fan",2022,https://doi.org/10.1109/OJCS.2022.3206494
FaultFlow: a tool supporting an MDE approach for Timed Failure Logic Analysis,"Parri, Sampietro, Vicario",2021,https://doi.org/10.1109/EDCC53658.2021.00011
A Fully Decentralized Infrastructure for Subscription-based IoT Data Trading,"Lin, Huang, Yuan, Yuan",2020,https://doi.org/10.1109/Blockchain50366.2020.00027
Detecting and Preventing Faked Mixed Reality,"Kilger, Kabil, Tippmann, Klinker, Pahl",2021,https://doi.org/10.1109/MIPR51284.2021.00074
"A Trusted, Verifiable and Differential Cyber Threat Intelligence Sharing Framework using Blockchain","Dunnett, Pal, Putra, Jadidi, Jurdak",2022,https://doi.org/10.1109/TrustCom56396.2022.00152
Recent Advances in Cognitive Informatics and Cognitive Computing towards Autonomous Systems (Plenary Panel Report-II of IEEE ICCI*CC'22),"Kinsner, Kaynak, Zhu, Hou, Rayz, Gavrilova, Wang, Baciu, Peng, Chan, Huang, Du",2022,https://doi.org/10.1109/ICCICC57084.2022.10101660
Systems and Architectures,"Dukes, Bresniker",2021,https://doi.org/10.1109/IRDS54852.2021.00009
Message from the Workshop Committee,No authors,2021,https://doi.org/10.1109/EnCyCriS52570.2021.00005
Establish a scientific concept of network security and build a strong defense line of network security,"Changxiang, Zhang, Perry, Liu",2020,https://doi.org/10.1109/CyberC49757.2020.00010
Toward Smart Manufacturing: Key Technologies and Trends Driving Standardization,"Wei, Ma, Li, Hu",2020,https://doi.org/10.1109/MC.2020.2970821
A virtualization-based security architecture for industrial control systems,"Zhang, Hao, Hu, Luo, Wang",2022,https://doi.org/10.1109/DSC55868.2022.00020
Cybercrime Investigations in the Era of Smart Applications: Way Forward Through Big Data,"Shalaginov, Kotsiuba, Iqbal",2019,https://doi.org/10.1109/BigData47090.2019.9006596
Visual Computing as a Key Enabling Technology for Industrie 4.0 and Industrial Internet,"Posada, Toro, Barandiaran, Oyarzun, Stricker, Amicis, Pinto, Eisert, Dollner, Vallarino",2015,https://doi.org/10.1109/MCG.2015.45
Keynote Speakers,No authors,2022,https://doi.org/10.1109/SmartIoT55134.2022.00009
Software Services Engineering Manifesto - A Cross-Cutting Declaration,"Chang, Ceravolo, Chang, Helal, Jin, Liu, Ming",2021,https://doi.org/10.1109/ICWS53863.2021.00014
Special Session: Physics- Informed Neural Networks for Securing Water Distribution Systems,"Falas, Konstantinou, Michael",2020,https://doi.org/10.1109/ICCD50377.2020.00022
Towards Extreme and Sustainable Graph Processing for Urgent Societal Challenges in Europe,"Prodan, Kimovski, Bartolini, Cochez, Iosup, Kharlamov, Rožanec, Vasiliu, Vărbănescu",2022,https://doi.org/10.1109/CloudSummit54781.2022.00010
Blockchain-Empowered Privacy-Preserving Digital Object Trading in the Metaverse,"Xiao, Xu, Zhang, Zhu, Zhang",2023,https://doi.org/10.1109/MMUL.2023.3246528
Sensitive information protection in blockchain-based supply-chain management for aerospace,"Martintoni, Senni, Marin, Gutierrez",2022,https://doi.org/10.1109/COINS54846.2022.9854974
A Thorough Analysis and Comparison of Data Communication Protocols Used in Industry 4.0: the Case of Smart-CNC,"Deveci, Bas, Ummak, Albayrak, Unal",2022,https://doi.org/10.1109/FiCloud57274.2022.00034
The Future of IT Operational Technology Supply Chains,Paulsen,2020,https://doi.org/10.1109/MC.2019.2951979
"Research on Metaverse: Concept, development and standard system","Wang, Yan, Zhou",2021,https://doi.org/10.1109/CECIT53797.2021.00176
A Shapley value-enhanced evaluation technique for effective aggregation in Federated Learning,"Salarbashishahri, Okegbile, Cai",2022,https://doi.org/10.1109/FNWF55208.2022.00024
Securing Critical Infrastructure Through Innovative Use Of Merged Hierarchical Deep Neural Networks,Gupta,2021,https://doi.org/10.1109/PST52912.2021.9647771
A Secure Federated Learning Mechanism for Data Privacy Protection,"Lin, Liu, Wang",2021,https://doi.org/10.1109/IUCC-CIT-DSCI-SmartCNS55181.2021.00019
COMPSAC 2022: A Retrospective,Reisman,2022,https://doi.org/10.1109/MITP.2022.3193046
Graphics and Media Technologies for Operators in Industry 4.0,"Posada, Zorrilla, Dominguez, Simoes, Eisert, Stricker, Rambach, Döllner, Guevara",2018,https://doi.org/10.1109/MCG.2018.053491736
COSCO: Container Orchestration Using Co-Simulation and Gradient Based Optimization for Fog Computing Environments,"Tuli, Poojara, Srirama, Casale, Jennings",2022,https://doi.org/10.1109/TPDS.2021.3087349
A Paradigm for Safe Adaptation of Collaborating Robots,"Cioroaica, Buhnova, Tomur",2022,https://doi.org/10.1145/3524844.3528061
Enhancing Continuous Service of Information Systems Based on Cyber Resilience,"Zuo, Guo, Gan, Lu",2021,https://doi.org/10.1109/DSC53577.2021.00085
ICICOS: Industrial Cyber Intelligent Control Operating System for Cloud and Edge Computing,"Su, Kong, He",2021,https://doi.org/10.1109/SmartIoT52359.2021.00056
Aspern smart ICT: Data analytics and privacy challenges in a smart city,"Dhungana, Engelbrecht, Parreira, Schuster, Valerio",2015,https://doi.org/10.1109/WF-IoT.2015.7389096
Methodological Framework Based on Digital Technologies for the Implementation of Industry 4.0 in SMEs,"Velásquez, Estevez, Pesado",2019,https://doi.org/10.1109/ICEDEG.2019.8734282
Short Survey of Artificial Intelligent Technologies for Defect Detection in Manufacturing,"Papageorgiou, Theodosiou, Margetis, Dimitriou, Charalampous, Tzovaras, Samakovlis",2021,https://doi.org/10.1109/IISA52424.2021.9555499
Threat modeling at run time: the case for reflective and adaptive threat management (NIER track),"Landuyt, Pasquale, Sion, Joosen",2021,https://doi.org/10.1109/SEAMS51251.2021.00034
Blockchain Security: A Survey of Techniques and Research Directions,"Leng, Zhou, Zhao, Huang, Bian",2022,https://doi.org/10.1109/TSC.2020.3038641
Computer Highlights Society Magazines,No authors,2022,https://doi.org/10.1109/MC.2022.3201211
INGR Roadmap Artificial Intelligence And Machine Learning Chapter,"Kataria, Walid, Daneshmand, Dutta, Enright, Gu, Lackpour, Ramachandran, Wang, Chen, Chng, Darema",2022,https://doi.org/10.1109/FNWF55208.2022.00133
Massive Twinning to Enhance Emergent Intelligence,"Yuan, Han, Krummacker, Schotten",2022,https://doi.org/10.1109/ISCC55528.2022.9912797
Future of the Workforce,"Arlitt, Coughlin, Faraboschi, Frachtenberg, Laplante, Milojicic, Patel, Saracco",2023,https://doi.org/10.1109/MC.2022.3203505
System-specific risk rating of software vulnerabilities in industrial automation & control systems,"Maidl, Kröselberg, Zhao, Limmer",2021,https://doi.org/10.1109/ISSREW53611.2021.00097
Message from the General Chairs,No authors,2022,https://doi.org/10.1109/ACSOSC56246.2022.00005
A Periscopic IT Outlook,Murugesan,2022,https://doi.org/10.1109/MITP.2022.3163616
A Blockchain-based Framework for Information Management in Internet of Vehicles,"Wen, Guan, Li, Lyu, Li",2021,https://doi.org/10.1109/CSCloud-EdgeCom52276.2021.00014
Accelerating Convergence of Federated Learning in MEC With Dynamic Community,"Sun, Zhao, Ma, Guo, Xu, Duong",2024,https://doi.org/10.1109/TMC.2023.3241770
Author Index,No authors,2022,https://doi.org/10.1109/ISCC55528.2022.9912794
Medical Software,"Mani, Ebert",2022,https://doi.org/10.1109/MS.2021.3119505
Enabling Cognitive Manufacturing in Heterogeneous Industrial Automation Systems,"Van, Dreiser, Silva, Weiss",2022,https://doi.org/10.1109/ICCICC57084.2022.10101573
Multi-Modal Side Channel Data Driven Golden-Free Detection of Software and Firmware Trojans,"Krishnamurthy, Surabhi, Pearce, Karri, Khorrami",2023,https://doi.org/10.1109/TDSC.2022.3231632
A Comparison of State-of-the-Art Machine Learning Algorithms on Fault Indication and Remaining Useful Life Determination by Telemetry Data,"Ünal, Kaleli, Ummak, Albayrak",2021,https://doi.org/10.1109/FiCloud49777.2021.00019
Artificial Intelligence and Critical Systems: From Hype to Reality,"Laplante, Milojicic, Serebryakov, Bennett",2020,https://doi.org/10.1109/MC.2020.3006177
Survey of Automation Practices in Model-Driven Development and Operations,"Ponsard, Ramon",2022,https://doi.org/10.1145/3528228.3528405
Morphological Rule-Constrained Object Detection of Key Structures in Infant Fundus Image,"Zhang, Ye, Wu, Luo, Chen, Du, Wen, Song, Liu, Zhang, Wang",2024,https://doi.org/10.1109/TCBB.2023.3234100
iMetaverseKG: Industrial Metaverse Knowledge Graph to Promote Interoperability in Design and Engineering Applications,"Jaimini, Zhang, Brikis, Sheth",2022,https://doi.org/10.1109/MIC.2022.3212085
Cross-FCL: Toward a Cross-Edge Federated Continual Learning Framework in Mobile Edge Computing Systems,"Zhang, Guo, Sun, Liu, Yu",2024,https://doi.org/10.1109/TMC.2022.3223944
IEEE ICCI*CC Series in Year 20: Latest Advances in Cognitive Computing (Plenary Panel Report-II),"Kinsner, Zhu, Baciu, Luo, Rubio, Sui, Huang, Hiraishi, Peng, Chen",2021,https://doi.org/10.1109/ICCICC53683.2021.9811336
Is the Next Winter Coming for AI? Elements of Making Secure and Robust AI,"Harguess, Ward",2022,https://doi.org/10.1109/AIPR57179.2022.10092230
"ACA: Anonymous, Confidential and Auditable Transaction Systems for Blockchain","Lin, Huang, Ning, He",2023,https://doi.org/10.1109/TDSC.2022.3228236
Service Placement for Real-Time Applications: Rate-Adaptation and Load-Balancing at the Network Edge,"Kassir, Veciana, Wang, Wang, Palacharla",2020,https://doi.org/10.1109/CSCloud-EdgeCom49738.2020.00044
A Functional Model and Analysis of Next Generation Malware Attacks and Defenses,"Pu, Wang, Kanemasa, Lima, Kimball, Zhang, Liu, Gu",2021,https://doi.org/10.1109/TPSISA52974.2021.00023
Industry Survey: The Magic Triangle of the New Normal,"Ebert, Montenbruck",2022,https://doi.org/10.1109/MS.2022.3148928
IT Professional—Retrospectives and Perspectives,"Bojanova, Hurlburt",2022,https://doi.org/10.1109/MITP.2022.3141846
BIG: Big Data Intelligence Governance Framework,Makhlouf,2022,https://doi.org/10.1109/BigData55660.2022.10020244
Reopen Offline Business during a Pandemic? Characterization of Health Certificate Exchange for Human Movement Management,"Shen, Tan, Cai, Guo, Jiang, Qin",2021,https://doi.org/10.1109/ICEBE52470.2021.00034
